DATE,BULAN,TAHUN,TINGGI HILAL MINIMUM,ELONGASI GEOSENTRIK MINIMUM,ELONGASI TOPOSENTRIK MINIMUM,BEDA AZIMUT MINIMUM,TINGGI HILAL MAKSIMUM,ELONGASI GEOSENTRIK MAKSIMUM,ELONGASI TOPOSENTRIK MAKSIMUM,BEDA AZIMUT MAKSIMUM,MABIMS NOT VISIBLE,MABIMS VISIBLE,ODEH NOT VISIBLE,ODEH VISIBLE OPTIC,ODEH VISIBLE NAKED EYE,KATSNER NOT VISIBLE,KATSNER VISIBLE OPTIC,KATSNER VISIBLE NAKED EYE
1992-6-1,12,1412,-0.159145777021886,2.83138862567272,2.2651517472824,1.37429600350623,2.59734523188374,4.62476216643597,3.69553875275875,2.75842665255902,1,0,1,0,0,0.54,0.46,0
1992-6-30,1,1413,9.3922030559257,11.7346875128171,10.740189046889,-5.02137144477825,11.8006109001739,13.9180274584956,12.9994179431011,-0.0585046254421968,0,1,0,0,1,0,0,1
1992-7-29,2,1413,4.01452669662355,8.45584937995016,7.57850457508221,-7.29077562400909,7.50027665160759,10.4913391695623,9.78874265597381,-3.99686725297568,0,1,0.03,0.89,0.08,0,1,0
1992-8-28,3,1413,-1.0138839071316,5.86885259880754,5.49446517863757,-6.85695850078213,2.61666937039562,7.28866174513877,7.00889433304443,-5.26021349208634,1,0,1,0,0,0.87,0.13,0
1992-9-27,4,1413,6.6057491521733,13.4021696805099,12.6020719965544,-11.351887936775,11.3716247838877,15.1321488689572,14.4794092384232,-7.14477791333081,0,1,0,0,1,0,0.51,0.49
1992-10-26,5,1413,2.32473405431266,7.31159514353729,6.67309558442377,-6.7199571860084,6.01111352028609,8.98241780521034,8.23984181746942,-4.31989012398847,0.09,0.91,0.64,0.36,0,0,1,0
1992-11-24,6,1413,-2.84502429452193,1.71954530520935,1.6026083088888,-1.89841432932019,-0.344473755195031,2.12024935033698,2.5202229370692,-1.51891518016342,1,0,1,0,0,1,0,0
1992-12-24,7,1413,1.74830070108114,3.96678708050641,3.07576424519751,0.960455456574834,3.64188048176924,5.75023982090853,4.97341394789263,2.90517816282826,1,0,1,0,0,0,1,0
1993-1-23,8,1413,2.56679053556812,7.62052807355368,6.92307590968675,4.60024279332467,5.79301431805351,9.15308171423838,8.63462454687664,7.26962313518368,0.06,0.94,0.69,0.31,0,0,1,0
1993-2-21,9,1413,-5.90816398582454,4.82983543977923,5.21544845923899,2.9633749201497,-3.40557675725592,5.16110762604325,5.87364330603596,4.5404823088258,1,0,1,0,0,1,0,0
1993-3-23,10,1413,-3.94580997897007,4.8009136137434,5.00018040625929,4.26006281594079,-1.02610804018408,5.16567634200226,5.40619988861823,5.16377993127469,1,0,1,0,0,1,0,0
1993-4-22,11,1413,0.00939601522140389,5.05003852546194,4.60594524460971,3.90250271481278,3.10526569292256,6.36295887910773,5.85494815517227,5.43633520284442,1,0,1,0,0,0.51,0.49,0
1993-5-21,12,1413,-4.92629479526895,1.58944264882187,2.35565652720233,0.0256960503962773,-2.92362478918653,3.16720032848543,4.09307480156665,1.11987014426205,1,0,1,0,0,1,0,0
1993-6-20,1,1414,1.55635808514434,3.79724129856851,2.8838132797741,-2.68931473502136,3.53489551522386,5.66705104549358,4.84308003039068,-0.787788097706823,1,0,1,0,0,0,1,0
1993-7-19,2,1414,8.01751142881229,12.4902292715148,11.5764866995364,-8.87216883660807,11.7624573924026,14.4807374977228,13.7230563595339,-4.19696417923376,0,1,0,0,1,0,0.23,0.77
1993-8-18,3,1414,2.76590492940124,9.0680344202033,8.33962582964965,-8.86860715818727,6.84018935127382,10.8404764231965,10.295677988249,-5.97107287751794,0.02,0.98,0.22,0.77,0.01,0,1,0
1993-9-16,4,1414,-1.47859962192284,5.66582986679505,5.36104871035877,-6.57945260254968,2.19042656396238,6.8907241245063,6.65882387303988,-5.23721112223723,1,0,1,0,0,0.95,0.05,0
1993-10-16,5,1414,7.66028140310122,12.4680297299964,11.6557682985452,-8.89688653111807,11.8035939966985,14.4029250077107,13.5203032239032,-4.52053495355972,0,1,0,0,1,0,0.21,0.79
1993-11-14,6,1414,3.63535728956485,6.10601809273896,5.22739690925551,-3.2338100900248,6.31524503749229,8.16258775654501,7.16860185312345,-0.536829683277659,0.14,0.86,0.4,0.6,0,0,1,0
1993-12-13,7,1414,-2.41709882954378,1.65461272876472,1.56186706899282,1.52282506071856,-0.37873136089541,2.29160490901884,2.21620711734406,2.00973075438645,1,0,1,0,0,1,0,0
1994-1-12,8,1414,1.30826472979581,6.3853456318523,5.72803571863056,4.3550953528428,4.51957460961617,7.97475236434652,7.47325536495241,6.54473932543698,0.55,0.45,1,0,0,0.05,0.95,0
1994-2-10,9,1414,-6.58802448474081,5.06350174288062,5.56682493934792,2.82505189574573,-3.99563036898114,5.67046659328756,6.40761783714606,4.58605637124168,1,0,1,0,0,1,0,0
1994-3-12,10,1414,-3.69340490630497,4.58717517766432,4.76727261950318,4.15583042969064,-0.829068314481985,5.00726793337856,5.21096331284269,5.00082580788154,1,0,1,0,0,1,0,0
1994-4-11,11,1414,-0.0775192366248242,4.4900762613659,4.01934757934574,3.4155760898812,2.71417559170167,5.75810830646053,5.28030303669512,4.87809872018039,1,0,1,0,0,0.63,0.37,0
1994-5-11,12,1414,4.50653836938085,6.88810958805153,6.087233213684,0.621275340727777,6.78433239836766,8.53838178297091,7.64677529715568,3.47507373502458,0,1,0.07,0.93,0,0,1,0
1994-6-9,1,1415,-1.69850648736001,2.17432655021107,1.97574737070997,-2.41217993405104,0.290821156422325,2.85801991371627,2.49045869050468,-1.77404659308337,1,0,1,0,0,1,0,0
1994-7-8,2,1415,2.44930842696169,6.89987456639162,6.15318261480563,-6.23190026318866,5.52077208843756,8.45898262905885,7.85756819829303,-3.83689857337924,0.08,0.92,0.8,0.2,0,0,1,0
1994-8-7,3,1415,-3.81788772125097,4.99023573817084,5.07659074517915,-5.27269533167629,-0.688585634533788,5.28879228320017,5.46373059087765,-4.56184228599915,1,0,1,0,0,1,0,0
1994-9-6,4,1415,2.89288452673664,8.80776855279866,8.06950206802986,-8.34627280883518,6.79120828016071,10.4525267015022,9.89064625107559,-5.56375738461122,0.01,0.99,0.23,0.77,0,0,1,0
1994-10-5,5,1415,-0.945117152199549,3.69931999346893,3.28751136482225,-4.37896450692182,2.08815179059826,5.13392087304259,4.6518800052,-3.10790968471497,1,0,1,0,0,0.89,0.11,0
1994-11-4,6,1415,8.43434294050966,11.0261087918785,10.0933907339818,-4.65375350786081,11.2995860455503,13.135239852605,12.1355503016654,-0.255812220368966,0,1,0,0,1,0,0.08,0.92
1994-12-3,7,1415,3.1014439323934,5.62242466628115,4.64151152239081,0.998414446650514,5.47706732463891,7.68452056762636,6.8026457932348,3.56473879273139,0.37,0.63,0.69,0.31,0,0,1,0
1995-1-1,8,1415,-4.19423042079999,4.2812967344406,4.30106971066455,3.68458517614647,-1.21709850914261,4.44795820009326,4.98417331898237,4.35859889953687,1,0,1,0,0,1,0,0
1995-1-31,9,1415,0.716263245440354,7.34152071126646,6.7797653444039,5.75455689513066,4.46911035544809,8.86845598356386,8.46848961189748,7.89331886939345,0.67,0.33,0.99,0.01,0,0.2,0.8,0
1995-3-1,10,1415,-5.4559441713445,4.2438521409974,4.57450653567704,2.73158336162163,-2.83187007432186,4.61015067294361,5.36692217579194,4.11714644684275,1,0,1,0,0,1,0,0
1995-3-31,11,1415,-0.353319388010259,3.70310832664056,3.19808667397523,2.79005379962229,2.24855009379347,5.05103160014521,4.57174943043467,4.19396870734653,1,0,1,0,0,0.79,0.21,0
1995-4-30,12,1415,4.59707579801921,6.84871639798829,6.02553005851974,0.342708074684765,6.73119022598712,8.47495087732903,7.57937674295951,3.23813609318222,0,1,0.05,0.95,0,0,1,0
1995-5-29,1,1416,-1.9794618707377,2.76722351988008,2.50379322615722,-2.83943715532274,0.164749063027793,3.0822762121999,2.98517332715677,-2.31185042227622,1,0,1,0,0,1,0,0
1995-6-28,2,1416,1.00156879954228,5.73930827568608,5.12779622411683,-5.56311478818606,3.87005573720365,6.94064943943621,6.44357411001381,-3.77267231528151,0.83,0.17,1,0,0,0.1,0.9,0
1995-7-27,3,1416,-6.3217704693139,5.21012995443521,5.64633056794541,-4.9660799001353,-3.5276242996968,5.92915870577685,6.55325306217991,-3.58914028577738,1,0,1,0,0,1,0,0
1995-8-26,4,1416,-1.87830348079893,4.52262774688582,4.35095504069569,-5.23683164741919,1.09314703705522,5.40120494134978,5.25065501515826,-4.3367717638717,1,0,1,0,0,1,0,0
1995-9-25,5,1416,4.4574833843408,8.27973255165257,7.40801271339554,-6.16466862606978,7.58497398611482,9.93218277021734,9.19024996862441,-3.10274779932757,0,1,0.01,0.93,0.06,0,1,0
1995-10-24,6,1416,0.209854724355855,2.0778977550085,1.13138797735077,-1.09891213106221,2.16704323297991,3.99284095124704,3.00578612006919,0.253611445641923,1,0,1,0,0,0.44,0.56,0
1995-11-23,7,1416,7.94717066469042,10.2470549136164,9.24584136744168,-0.200690473113014,10.2610140415027,12.3244844279578,11.3871996009051,4.06130265838471,0,1,0,0,1,0,0.46,0.54
1995-12-22,8,1416,0.832105074266032,5.92168238476158,5.26127902333912,4.07609927337981,4.17726426608598,7.53476323064113,6.97131913147977,6.03268148123181,0.71,0.29,1,0,0,0.15,0.85,0
1996-1-19,9,1416,-5.9856366497045,4.96242268843709,5.29910474205835,3.55835729664037,-2.89142172999041,5.57921218072382,6.25740245604885,4.88594398718499,1,0,1,0,0,1,0,0
1996-2-19,10,1416,0.820076313647132,6.32643808178032,5.69489506745716,4.63846568051565,4.27040190006561,7.98356306821419,7.50104346311804,6.7646477595701,0.72,0.28,1,0,0,0.16,0.84,0
1996-3-19,11,1416,-3.71142692465693,1.62480637282023,1.87142641880301,0.773379292444758,-1.6462114361248,2.05507284715301,2.98004419378413,1.69368081524715,1,0,1,0,0,1,0,0
1996-4-18,12,1416,3.13491966357015,5.11209357104511,4.21104041391582,-0.28145840631322,5.06288460653351,6.83836231476836,5.8964555946961,2.1595399971751,0.74,0.26,0.95,0.05,0,0,1,0
1996-5-17,1,1417,-2.91899595327049,3.32562714636884,3.08479771447494,-3.63138486219049,-0.453533517527074,3.63232567220657,3.94892900312149,-3.06153080841676,1,0,1,0,0,1,0,0
1996-6-16,2,1417,1.07637229151212,5.73375352182429,5.10869148118719,-5.36628152640191,3.91144834687599,6.85899481424935,6.33606695691733,-3.56800632378071,0.82,0.18,1,0,0,0.08,0.92,0
1996-7-15,3,1417,-6.40517877861104,5.28142996756293,5.74385293685561,-5.14457740545595,-3.59677575389268,6.1134785161695,6.69907679584429,-3.72803549534092,1,0,1,0,0,1,0,0
1996-8-14,4,1417,-2.87522510087442,3.75117786446697,3.79343750838878,-4.13663010731278,-0.302026158381978,4.14193234703636,4.19401501487116,-3.58245305194515,1,0,1,0,0,1,0,0
1996-9-13,5,1417,1.48044941557299,4.52981173589733,3.73288961682258,-3.86331068879883,3.82340547781651,6.00473164849436,5.33780083298895,-1.99819314235708,1,0,1,0,0,0,1,0
1996-10-12,6,1417,-4.4083789227263,1.56524545787775,2.20704808422776,1.13348072238438,-2.48847551375203,3.00775232106196,3.78871284066882,2.0914138672386,1,0,1,0,0,1,0,0
1996-11-11,7,1417,0.648466817994014,4.121961736521,3.40723710731085,1.95730004257143,3.07873170537145,5.41700815692099,4.72345713082975,3.50589355805448,1,0,1,0,0,0.23,0.77,0
1996-12-11,8,1417,6.19099153187439,9.95298214766052,9.02486757151626,2.84713280959014,9.39344779729203,11.8413104318391,11.0434280443703,6.69722053793248,0,1,0,0.11,0.89,0,0.96,0.04
1997-1-9,9,1417,-1.05765231015278,5.30189483578584,4.94482992494187,4.74534025348569,2.33922798426257,6.52646052655067,6.20133179223012,6.00934770869381,1,0,1,0,0,0.9,0.1,0
1997-2-8,10,1417,5.97592340440411,10.7563110145968,9.85152947328982,4.56785713946724,9.79272464286578,12.7717276090226,12.0410592063789,8.54589574561805,0,1,0,0.06,0.94,0,0.91,0.09
1997-3-9,11,1417,1.50808173899226,4.42985695789706,3.51523539064324,1.70887917460738,4.09477136116259,6.34270504951744,5.57921693705869,3.9099006071433,1,0,1,0,0,0,1,0
1997-4-8,12,1417,9.80060889187619,12.4726449223127,11.5625930130232,0.486028393966819,12.5201845941753,14.3436602850706,13.3774874491708,5.48168915598836,0,1,0,0,1,0,0,1
1997-5-7,1,1418,5.21339510543285,7.52710314274304,6.56481339772104,-3.19702173239739,7.27002423076268,9.23573020217159,8.3319865317219,0.0335533953079903,0,1,0,1,0,0,1,0
1997-6-5,2,1418,-1.02837303674595,4.97814031909943,4.63558707764465,-5.03377289165826,1.96410931988522,5.57083854902104,5.23497514524668,-3.96170282866279,1,0,1,0,0,0.93,0.07,0
1997-7-4,3,1418,3.8490883278745,7.97080149661815,7.1695433551032,-6.28220272990791,6.85344801919286,9.4717003358157,8.80824549042738,-3.41778250014704,0,1,0.12,0.88,0,0,1,0
1997-8-3,4,1418,-2.77435910814584,3.26368445486712,3.25261078171294,-3.57969494596466,-0.363134790759805,3.59863092163575,3.65218909907643,-3.09534984453666,1,0,1,0,0,1,0,0
1997-9-2,5,1418,1.46202812047286,3.9229158871139,3.08460227153847,-2.99482959758404,3.44388794326293,5.41998617026467,4.69951411214554,-1.22411218779126,1,0,1,0,0,0,1,0
1997-10-1,6,1418,-5.1958604617706,2.77596253522926,3.32171066552716,1.90216930832452,-3.0521267886924,4.05731419133063,4.81794183339553,3.08357006912024,1,0,1,0,0,1,0,0
1997-10-31,7,1418,-2.01893018221751,3.8753412839502,3.5310734234859,3.24972291237748,0.548132626475522,4.0142642081327,4.06686121975111,3.90604650070313,1,0,1,0,0,1,0,0
1997-11-30,8,1418,1.08719246269736,5.80718345482155,5.16159940637262,3.52697052189592,4.01553061110295,6.94917420473874,6.39067021956131,5.34613072126356,0.76,0.24,1,0,0,0.08,0.92,0
1997-12-29,9,1418,-7.14918393902919,5.29678765600959,5.94314000762652,3.33564653529658,-4.25566949378646,6.51452062393126,7.15831049594022,5.05143170988896,1,0,1,0,0,1,0,0
1998-1-28,10,1418,-1.56871169588415,3.07304103055084,2.87611564319739,2.87478740876827,1.05283654908498,4.31651015960991,3.97777886048287,3.87186308590782,1,0,1,0,0,1,0,0
1998-2-27,11,1418,5.99239841201653,8.94941923045588,7.96319598362803,1.700834615416,8.8055976616765,10.939971050616,10.0825194776592,5.47809281940295,0,1,0,0.34,0.66,0,1,0
1998-3-28,12,1418,2.00660413737038,4.16164103262086,3.14535069995876,-1.63853538584419,3.99203052380259,5.8677316712931,4.87787359045419,0.653653266698484,1,0,1,0,0,0,1,0
1998-4-27,1,1419,11.0634063367774,13.0760677588363,12.09926123571,-2.25804956416732,13.1491323182643,15.0266436354609,14.0518639739077,3.14646377978147,0,1,0,0,1,0,0,1
1998-5-26,2,1419,5.909953268426,8.79723088081632,7.83172963148558,-4.66752132557855,8.46288459106846,10.5798761069725,9.70198204289774,-1.07035893300105,0,1,0,0.43,0.57,0,1,0
1998-6-24,3,1419,0.191071911407345,4.94181944346108,4.36856708946499,-4.86844776938023,3.10282420350347,6.12440803051168,5.58780645177566,-3.31552180655592,1,0,1,0,0,0.43,0.57,0
1998-7-24,4,1419,6.67320609597897,9.65823775895476,8.74549839082405,-5.59683907936352,9.30979622137352,11.4398891870828,10.6383721917833,-1.79454970318142,0,1,0,0.07,0.93,0,0.93,0.07
1998-8-22,5,1419,1.12548541983553,3.08766051442668,2.17552486661825,-2.00761835596347,2.84902109659525,4.75290069947944,3.9373770217678,-0.384512214412268,1,0,1,0,0,0.01,0.99,0
1998-9-21,6,1419,5.80020787852177,7.67244333572975,6.77781572986698,-1.72022111341607,7.35805252928747,9.09030975159543,8.21295227153686,1.46440788336344,0,1,0,1,0,0,1,0
1998-10-20,7,1419,-1.82809355794761,4.24308335405252,3.86375174329202,3.50056595665308,0.802379455681558,4.3405892941608,4.38715967499091,4.27659228488415,1,0,1,0,0,1,0,0
1998-11-19,8,1419,0.201733529235991,5.2663748623739,4.74891599197224,3.5680508688701,2.96514191446775,6.00980973093204,5.55231143932356,4.97220437035944,1,0,1,0,0,0.42,0.58,0
1998-12-19,9,1419,2.09752963505268,6.04943790270944,5.30556839280368,2.98824231214866,4.81352859894247,7.42207908702779,6.79357488653383,5.15892356856085,0.35,0.65,1,0,0,0,1,0
1999-1-16,10,1419,-5.81618763797366,2.94288649740151,3.78186008016674,0.939989833840372,-3.89848649985111,4.36586520892417,5.18066977235266,2.30082626545155,1,0,1,0,0,1,0,0
1999-2-16,11,1419,-0.603099540130351,1.23616646286942,0.34220192802115,-0.305075271492513,1.12898067631926,3.03759380043542,2.13843875088948,0.948469290217702,1,0,1,0,0,0.96,0.04,0
1999-3-18,12,1419,6.65861458006299,8.62879792447087,7.64223721023679,-1.21620707429963,8.53622175329778,10.3678750275476,9.414393193316,2.60870168020728,0,1,0,0.32,0.68,0,1,0
1999-4-16,1,1420,1.7476813852288,5.27306220123433,4.42257696885544,-3.94784754361615,4.34598389253192,6.49465971077968,5.67516453845178,-1.6333496722238,0.9,0.1,1,0,0,0,1,0
1999-5-15,2,1420,-3.28784899778358,4.9690364697896,4.69464577033093,-5.48743244133942,0.0389565152231419,5.48929843807991,5.7380927735506,-4.61305773566579,1,0,1,0,0,1,0,0
1999-6-14,3,1420,5.92038597155844,8.53737107042621,7.54436194022287,-4.26070774321971,8.37561491781304,10.5285086344777,9.62061664102634,-0.664232221235636,0,1,0,0.47,0.53,0,1,0
1999-7-13,4,1420,1.21800657518071,3.80285395760492,2.91076392985794,-3.03263138585464,3.47073841523473,5.70347937059047,4.88906087591257,-1.19600192966669,1,0,1,0,0,0.02,0.98,0
1999-8-12,5,1420,9.37270925456505,11.5330098329799,10.5808712685784,-4.19558424160573,11.4795370980654,13.4139774173393,12.5180280913678,0.424471835608244,0,1,0,0,1,0,0,1
1999-9-10,6,1420,4.05868512915438,6.25998475397675,5.36320664789648,-0.493351213329447,6.00159700700832,7.78183902099644,6.84558658506631,2.26991344554904,0.1,0.9,0.37,0.63,0,0,1,0
1999-10-9,7,1420,-2.40714905879307,4.56280233427523,4.19225662459316,3.98150811637123,0.479503629196423,4.7664933372403,4.9570477563299,4.75612293508812,1,0,1,0,0,1,0,0
1999-11-8,8,1420,0.766064105663286,5.30528674519654,4.70040743453585,3.0828262838476,3.40449811902369,6.09168974065602,5.54662766522521,4.75078232196131,1,0,1,0,0,0.15,0.85,0
1999-12-8,9,1420,2.39917058313742,5.66541447888543,4.87830465674244,2.07147775654622,4.73944422531909,6.9885032289027,6.30020484233574,4.23238673076583,0.57,0.43,1,0,0,0,1,0
2000-1-6,10,1420,-6.33573914732587,3.30716270587635,4.17973791379379,0.481902889919809,-4.66657190571642,4.8574374008489,5.67673491572964,2.10449935699305,1,0,1,0,0,1,0,0
2000-2-5,11,1420,-3.60264488361312,1.15222285386154,1.32768382343105,-1.75715521273756,-1.52749430262418,2.25130741036781,3.04801771345258,-1.1319888392068,1,0,1,0,0,1,0,0
2000-3-6,12,1420,0.881693603993884,4.02298209567278,3.26152759621478,-3.02026196829559,3.15828818787975,5.05967197879978,4.24951822157179,-1.12473565340997,1,0,1,0,0,0.1,0.9,0
2000-4-5,1,1421,7.03895586410862,9.19164055610381,8.22603118280875,-2.75219526932307,8.92624827882177,10.7663529556736,9.82711631604382,1.23871232973767,0,1,0,0.05,0.95,0,1,0
2000-5-4,2,1421,1.46788395171496,5.2954290389191,4.51253770690634,-4.25802813193934,4.08711090891447,6.39889721395287,5.64313677745834,-2.06495416635033,1,0,1,0,0,0.01,0.99,0
2000-6-3,3,1421,10.1100208910313,12.0378301889656,11.0473473720423,-2.79998226112315,12.1917014982852,14.1530804877034,13.179996851443,2.30931490063671,0,1,0,0,1,0,0,1
2000-7-2,4,1421,5.85970339133396,7.72466345023649,6.71301448812889,-2.53285578595211,7.89573575801174,9.92764695957961,8.95493298310158,0.964673492743088,0,1,0,0.68,0.32,0,1,0
2000-7-31,5,1421,1.75497411496763,3.86800401083911,2.94651318402021,-0.547941190669633,4.05543220192984,5.92523967548837,4.91930150718886,1.49413641191336,1,0,1,0,0,0,1,0
2000-8-30,6,1421,11.2642691147718,13.2421961277212,12.2842497927236,-3.19213342668792,13.2226746694183,15.0823649299521,14.141718426715,2.14641354414749,0,1,0,0,1,0,0,1
2000-9-28,7,1421,5.83013099175327,8.39377105829681,7.43578408567974,0.0420807551123517,8.0490513929352,9.8656278208703,8.96470781904667,3.5591733585801,0,1,0,0.63,0.37,0,1,0
2000-10-27,8,1421,-0.899254973912895,4.83441747475511,4.38851085644906,3.49345697639143,1.93881559430366,5.15056839627413,4.76493955125708,4.7546111417181,1,0,1,0,0,0.91,0.09,0
2000-11-26,9,1421,2.63877048350759,5.32721522457128,4.46561125447625,1.10849159350531,4.71846569350981,6.76210049839013,5.97804272220721,3.32705412853574,0.76,0.24,1,0,0,0,1,0
2000-12-25,10,1421,-5.8340470881176,2.69861300349946,3.58351301786522,0.357443014837855,-4.23467261413622,4.34803249247434,5.17901988117782,1.83605166079903,1,0,1,0,0,1,0,0
2001-1-24,11,1421,-3.5488229087374,1.73007887026536,1.74157713841511,-2.20357090850396,-1.30185511086909,2.52917012813412,3.23285628001809,-1.67765923539852,1,0,1,0,0,1,0,0
2001-2-23,12,1421,-0.579839254862284,3.95260161927978,3.47873962174027,-3.77947941161307,1.95529608484525,4.40088336297331,3.8876278841819,-2.40009760811836,1,0,1,0,0,0.82,0.18,0
2001-3-25,1,1422,3.01923229298482,6.09300600079756,5.2391586595218,-3.80968749225912,5.24064794327965,7.1041673597513,6.31278213318614,-1.18173378598516,0.3,0.7,0.88,0.12,0,0,1,0
2001-4-23,2,1422,-4.05096107205177,4.97607207241712,4.9681279004063,-5.86917413149672,-0.94535725432678,5.88754634454835,6.22470523972128,-4.92195075960365,1,0,1,0,0,1,0,0
2001-5-23,3,1422,1.5394604455534,3.99030326603281,3.08941798953744,-2.4901765021491,3.48466377810525,5.52431295443575,4.6538090250829,-0.47726099035259,1,0,1,0,0,0,1,0
2001-6-22,4,1422,9.28729033636036,11.511112545172,10.5625521898653,-1.25617777553697,11.792562606456,13.6589118318444,12.6835291752101,3.60905597373704,0,1,0,0,1,0,0,1
2001-7-21,5,1422,5.5397349804934,7.86802759582571,6.92934295035294,-0.57247752545544,8.12789739524682,9.98247560457604,8.97935385631691,2.91282478621696,0,1,0,0.64,0.36,0,1,0
2001-8-19,6,1422,1.98325040163782,5.32020183556774,4.51622093833743,1.3476467928212,4.89727120617824,6.88012693473565,5.89848090118638,3.68585087126911,0.7,0.3,0.98,0.02,0,0,1,0
2001-9-17,7,1422,-2.02456114552949,4.9594946507531,4.45856813687241,3.91237465792869,1.30543539891484,5.08170822735198,5.21420506074442,5.08041511067012,1,0,1,0,0,1,0,0
2001-10-17,8,1422,6.20100454895623,8.47958357350039,7.49180215822394,-0.662299971905782,8.24692456352634,10.1452016455749,9.19973622577133,3.04498977271283,0,1,0,0.46,0.54,0,1,0
2001-11-15,9,1422,-0.679184678145233,2.9908051297124,2.50447040460561,1.61020853332673,1.55813613512017,3.8761877151393,3.23201596251559,2.8264334616685,1,0,1,0,0,0.92,0.08,0
2001-12-15,10,1422,3.87832304416723,5.77708252908465,4.86240351157975,-1.63584766030044,5.81551465127888,7.65122576528775,6.72625496046933,1.04698942789676,0.32,0.68,0.5,0.5,0,0,1,0
2002-1-13,11,1422,-4.00463556086255,2.32390724753055,2.370373349276,-2.76665234732622,-1.40967330488653,3.14094544118562,3.85279205833993,-2.19007151434053,1,0,1,0,0,1,0,0
2002-2-12,12,1422,-0.361610903408356,4.33884749038294,3.84991404453421,-4.11507009373392,2.34501103499658,4.85899753788608,4.32500044752162,-2.64277543158985,1,0,1,0,0,0.7,0.3,0
2002-3-14,1,1423,2.56459246164129,5.81593403472844,5.02060387369506,-3.92477770015381,4.80591946890735,6.69126826560847,5.93274209972594,-1.45368692302128,0.7,0.3,1,0,0,0,1,0
2002-4-12,2,1423,-5.31044543108654,5.58178386823132,5.78249807630497,-6.50104220791684,-2.1841666528797,6.69546968465029,7.148697736055,-5.13685025946279,1,0,1,0,0,1,0,0
2002-5-12,3,1423,-2.40995068290198,2.3160910514743,1.93211206442613,-2.7019022301663,-0.392771745873348,2.70144954006635,2.97113954624657,-1.88133305058551,1,0,1,0,0,1,0,0
2002-6-11,4,1423,2.12763974216334,4.31313517917149,3.47982343129286,0.341267886066589,4.43043096719156,6.22051480970125,5.27811305324958,2.45209952097679,1,0,1,0,0,0,1,0
2002-7-10,5,1423,-3.13033110545512,2.62403613793206,2.44390912326885,2.37293133428159,-0.231796482198967,2.84569412869884,3.34415517750481,2.72424923783075,1,0,1,0,0,1,0,0
2002-8-9,6,1423,6.07022734508754,8.85899627010678,7.98680239272289,0.305296894693868,8.84662668828509,10.6724232289265,9.68470491844694,4.02290687898085,0,1,0,0.32,0.68,0,1,0
2002-9-7,7,1423,2.14518167974467,5.88573968900483,5.05263692795752,1.79321246661061,5.04380525970191,7.11695469714682,6.24894190920475,4.32517208651632,0.47,0.53,0.95,0.05,0,0,1,0
2002-10-6,8,1423,-2.68867754245319,4.27269037752844,3.83361218002848,3.62850071975527,0.404140922701395,4.70546786256107,4.95947667265648,4.69406818491206,1,0,1,0,0,1,0,0
2002-11-5,9,1423,5.0591714608173,7.01706863717648,6.02709709204474,-2.20622275081854,7.13639618631019,9.00786480550161,8.00777529080116,1.10721123617324,0,1,0,1,0,0,1,0
2002-12-4,10,1423,-1.55573447805364,0.506153788359919,0.315466455838926,-1.05791755284949,0.687603363559901,2.53475493013914,1.54993788291835,-0.298606098243653,1,0,1,0,0,1,0,0
2003-1-3,11,1423,4.50995019369972,7.26307985684603,6.44488928080453,-3.79048508020813,7.29997803161958,9.11261767710932,8.15862184134309,-0.644139701605269,0,1,0.03,0.97,0,0,1,0
2003-2-1,12,1423,-2.11158809317166,4.5918729039632,4.16867481215671,-4.67164742787486,1.11389479175165,4.68200542242341,4.83595838973857,-3.68614571250271,1,0,1,0,0,1,0,0
2003-3-3,1,1424,2.36979088405713,5.69539118106497,4.91160879969689,-3.93503649678092,4.72435893696979,6.6272012188469,5.82621164807701,-1.43989426334218,0.78,0.22,1,0,0,0,1,0
2003-4-1,2,1424,-5.2589902423687,5.29583745614647,5.48320675879534,-6.2249616160712,-2.21721665845283,6.43057279333888,6.92862832449851,-4.84498546101281,1,0,1,0,0,1,0,0
2003-5-1,3,1424,-2.96706024343377,1.71763029553634,1.6796769807844,-2.50038053682721,-1.13684466108239,2.56505924738857,3.00306135920572,-1.65226785670421,1,0,1,0,0,1,0,0
2003-5-31,4,1424,-0.463750358046009,2.08693593177219,1.57939873827283,1.13036543845794,1.7378926901682,3.70689943135078,2.87722223168664,2.31764800819462,1,0,1,0,0,0.84,0.16,0
2003-6-30,5,1424,4.12026190690749,7.53436529488196,6.8410590206036,2.09884875253715,7.21394378530361,9.2055344110571,8.31518888233234,5.07754993510366,0,1,0.1,0.9,0,0,1,0
2003-7-29,6,1424,-0.841796893206358,4.78771989815587,4.38121859252436,3.45709464345265,2.44540827692681,5.45601628267946,4.96379649666059,4.69462594169301,1,0,1,0,0,0.8,0.2,0
2003-8-28,7,1424,6.98099225664434,9.4140311545971,8.51465162882555,-0.658492755543875,9.22449273003427,11.0367231768707,10.0741532437184,3.39789160789013,0,1,0,0.04,0.96,0,0.9,0.1
2003-9-26,8,1424,1.84104314529071,4.73510008339298,3.81791091065482,0.631506053359374,4.11250081443646,5.98671501816906,5.10078750068702,3.00392468888077,1,0,1,0,0,0,1,0
