"DATE","BULAN","TAHUN","TINGGI HILAL MINIMUM","ELONGASI GEOSENTRIK MINIMUM","ELONGASI TOPOSENTRIK MINIMUM","BEDA AZIMUT MINIMUM","TINGGI HILAL MAKSIMUM","ELONGASI GEOSENTRIK MAKSIMUM","ELONGASI TOPOSENTRIK MAKSIMUM","BEDA AZIMUT MAKSIMUM","MABIMS NOT VISIBLE","MABIMS VISIBLE","ODDEH NOT VISIBLE","ODDEH VISIBLE OPTIC","ODDEH VISIBLE NAKED EYE"
"1992-9-27","4","1413","6.6057491521733","13.40216968051","12.602071996554","-11.351887936775","11.371624783888","15.132148868957","14.479409238423","-7.1447779133308","0","1","0","0","1"
"1992-10-26","5","1413","2.3247340543127","7.3115951435373","6.6730955844238","-6.7199571860084","6.0111135202861","8.9824178052103","8.2398418174694","-4.3198901239885","0.09","0.91","0.64","0.36","0"
"1992-11-24","6","1413","-2.8450242945219","1.7195453052094","1.6026083088888","-1.8984143293202","-0.34447375519503","2.120249350337","2.5202229370692","-1.5189151801634","1","0","1","0","0"
"1992-12-24","7","1413","1.7483007010811","3.9667870805064","3.0757642451975","0.96045545657483","3.6418804817692","5.7502398209085","4.9734139478926","2.9051781628283","1","0","1","0","0"
"1993-1-23","8","1413","2.5667905355681","7.6205280735537","6.9230759096867","4.6002427933247","5.7930143180535","9.1530817142384","8.6346245468766","7.2696231351837","0.06","0.94","0.69","0.31","0"
"1993-2-21","9","1413","-5.9081639858245","4.8298354397792","5.215448459239","2.9633749201497","-3.4055767572559","5.1611076260432","5.873643306036","4.5404823088258","1","0","1","0","0"
"1993-3-23","10","1413","-3.9458099789701","4.8009136137434","5.0001804062593","4.2600628159408","-1.0261080401841","5.1656763420023","5.4061998886182","5.1637799312747","1","0","1","0","0"
"1993-4-22","11","1413","0.0093960152214039","5.0500385254619","4.6059452446097","3.9025027148128","3.1052656929226","6.3629588791077","5.8549481551723","5.4363352028444","1","0","1","0","0"
"1993-5-21","12","1413","-4.926294795269","1.5894426488219","2.3556565272023","0.025696050396277","-2.9236247891865","3.1672003284854","4.0930748015666","1.1198701442621","1","0","1","0","0"
"1993-6-20","1","1414","1.5563580851443","3.7972412985685","2.8838132797741","-2.6893147350214","3.5348955152239","5.6670510454936","4.8430800303907","-0.78778809770682","1","0","1","0","0"
"1993-7-19","2","1414","8.0175114288123","12.490229271515","11.576486699536","-8.8721688366081","11.762457392403","14.480737497723","13.723056359534","-4.1969641792338","0","1","0","0","1"
"1993-8-18","3","1414","2.7659049294012","9.0680344202033","8.3396258296496","-8.8686071581873","6.8401893512738","10.840476423196","10.295677988249","-5.9710728775179","0.02","0.98","0.22","0.77","0.01"
"1993-9-16","4","1414","-1.4785996219228","5.665829866795","5.3610487103588","-6.5794526025497","2.1904265639624","6.8907241245063","6.6588238730399","-5.2372111222372","1","0","1","0","0"
"1993-10-16","5","1414","7.6602814031012","12.468029729996","11.655768298545","-8.8968865311181","11.803593996698","14.402925007711","13.520303223903","-4.5205349535597","0","1","0","0","1"
"1993-11-14","6","1414","3.6353572895648","6.106018092739","5.2273969092555","-3.2338100900248","6.3152450374923","8.162587756545","7.1686018531234","-0.53682968327766","0.14","0.86","0.4","0.6","0"
"1993-12-13","7","1414","-2.4170988295438","1.6546127287647","1.5618670689928","1.5228250607186","-0.37873136089541","2.2916049090188","2.2162071173441","2.0097307543865","1","0","1","0","0"
"1994-1-12","8","1414","1.3082647297958","6.3853456318523","5.7280357186306","4.3550953528428","4.5195746096162","7.9747523643465","7.4732553649524","6.544739325437","0.55","0.45","1","0","0"
"1994-2-10","9","1414","-6.5880244847408","5.0635017428806","5.5668249393479","2.8250518957457","-3.9956303689811","5.6704665932876","6.4076178371461","4.5860563712417","1","0","1","0","0"
"1994-3-12","10","1414","-3.693404906305","4.5871751776643","4.7672726195032","4.1558304296906","-0.82906831448198","5.0072679333786","5.2109633128427","5.0008258078815","1","0","1","0","0"
"1994-4-11","11","1414","-0.077519236624824","4.4900762613659","4.0193475793457","3.4155760898812","2.7141755917017","5.7581083064605","5.2803030366951","4.8780987201804","1","0","1","0","0"
"1994-5-11","12","1414","4.5065383693809","6.8881095880515","6.087233213684","0.62127534072778","6.7843323983677","8.5383817829709","7.6467752971557","3.4750737350246","0","1","0.07","0.93","0"
"1994-6-9","1","1415","-1.69850648736","2.1743265502111","1.97574737071","-2.412179934051","0.29082115642233","2.8580199137163","2.4904586905047","-1.7740465930834","1","0","1","0","0"
"1994-7-8","2","1415","2.4493084269617","6.8998745663916","6.1531826148056","-6.2319002631887","5.5207720884376","8.4589826290589","7.857568198293","-3.8368985733792","0.08","0.92","0.8","0.2","0"
"1994-8-7","3","1415","-3.817887721251","4.9902357381708","5.0765907451791","-5.2726953316763","-0.68858563453379","5.2887922832002","5.4637305908776","-4.5618422859991","1","0","1","0","0"
"1994-9-6","4","1415","2.8928845267366","8.8077685527987","8.0695020680299","-8.3462728088352","6.7912082801607","10.452526701502","9.8906462510756","-5.5637573846112","0.01","0.99","0.23","0.77","0"
"1994-10-5","5","1415","-0.94511715219955","3.6993199934689","3.2875113648223","-4.3789645069218","2.0881517905983","5.1339208730426","4.6518800052","-3.107909684715","1","0","1","0","0"
"1994-11-4","6","1415","8.4343429405097","11.026108791879","10.093390733982","-4.6537535078608","11.29958604555","13.135239852605","12.135550301665","-0.25581222036897","0","1","0","0","1"
"1994-12-3","7","1415","3.1014439323934","5.6224246662812","4.6415115223908","0.99841444665051","5.4770673246389","7.6845205676264","6.8026457932348","3.5647387927314","0.37","0.63","0.69","0.31","0"
"1995-1-1","8","1415","-4.1942304208","4.2812967344406","4.3010697106646","3.6845851761465","-1.2170985091426","4.4479582000933","4.9841733189824","4.3585988995369","1","0","1","0","0"
"1995-1-31","9","1415","0.71626324544035","7.3415207112665","6.7797653444039","5.7545568951307","4.4691103554481","8.8684559835639","8.4684896118975","7.8933188693935","0.67","0.33","0.99","0.01","0"
"1995-3-1","10","1415","-5.4559441713445","4.2438521409974","4.574506535677","2.7315833616216","-2.8318700743219","4.6101506729436","5.3669221757919","4.1171464468428","1","0","1","0","0"
"1995-3-31","11","1415","-0.35331938801026","3.7031083266406","3.1980866739752","2.7900537996223","2.2485500937935","5.0510316001452","4.5717494304347","4.1939687073465","1","0","1","0","0"
"1995-4-30","12","1415","4.5970757980192","6.8487163979883","6.0255300585197","0.34270807468477","6.7311902259871","8.474950877329","7.5793767429595","3.2381360931822","0","1","0.05","0.95","0"
"1995-5-29","1","1416","-1.9794618707377","2.7672235198801","2.5037932261572","-2.8394371553227","0.16474906302779","3.0822762121999","2.9851733271568","-2.3118504222762","1","0","1","0","0"
"1995-6-28","2","1416","1.0015687995423","5.7393082756861","5.1277962241168","-5.5631147881861","3.8700557372037","6.9406494394362","6.4435741100138","-3.7726723152815","0.83","0.17","1","0","0"
"1995-7-27","3","1416","-6.3217704693139","5.2101299544352","5.6463305679454","-4.9660799001353","-3.5276242996968","5.9291587057768","6.5532530621799","-3.5891402857774","1","0","1","0","0"
"1995-8-26","4","1416","-1.8783034807989","4.5226277468858","4.3509550406957","-5.2368316474192","1.0931470370552","5.4012049413498","5.2506550151583","-4.3367717638717","1","0","1","0","0"
"1995-9-25","5","1416","4.4574833843408","8.2797325516526","7.4080127133955","-6.1646686260698","7.5849739861148","9.9321827702173","9.1902499686244","-3.1027477993276","0","1","0.01","0.93","0.06"
"1995-10-24","6","1416","0.20985472435586","2.0778977550085","1.1313879773508","-1.0989121310622","2.1670432329799","3.992840951247","3.0057861200692","0.25361144564192","1","0","1","0","0"
"1995-11-23","7","1416","7.9471706646904","10.247054913616","9.2458413674417","-0.20069047311301","10.261014041503","12.324484427958","11.387199600905","4.0613026583847","0","1","0","0","1"
"1995-12-22","8","1416","0.83210507426603","5.9216823847616","5.2612790233391","4.0760992733798","4.177264266086","7.5347632306411","6.9713191314798","6.0326814812318","0.71","0.29","1","0","0"
"1996-1-19","9","1416","-5.9856366497045","4.9624226884371","5.2991047420583","3.5583572966404","-2.8914217299904","5.5792121807238","6.2574024560489","4.885943987185","1","0","1","0","0"
"1996-2-19","10","1416","0.82007631364713","6.3264380817803","5.6948950674572","4.6384656805157","4.2704019000656","7.9835630682142","7.501043463118","6.7646477595701","0.72","0.28","1","0","0"
"1996-3-19","11","1416","-3.7114269246569","1.6248063728202","1.871426418803","0.77337929244476","-1.6462114361248","2.055072847153","2.9800441937841","1.6936808152471","1","0","1","0","0"
"1996-4-18","12","1416","3.1349196635701","5.1120935710451","4.2110404139158","-0.28145840631322","5.0628846065335","6.8383623147684","5.8964555946961","2.1595399971751","0.74","0.26","0.95","0.05","0"
"1996-5-17","1","1417","-2.9189959532705","3.3256271463688","3.0847977144749","-3.6313848621905","-0.45353351752707","3.6323256722066","3.9489290031215","-3.0615308084168","1","0","1","0","0"
"1996-6-16","2","1417","1.0763722915121","5.7337535218243","5.1086914811872","-5.3662815264019","3.911448346876","6.8589948142493","6.3360669569173","-3.5680063237807","0.82","0.18","1","0","0"
"1996-7-15","3","1417","-6.405178778611","5.2814299675629","5.7438529368556","-5.1445774054559","-3.5967757538927","6.1134785161695","6.6990767958443","-3.7280354953409","1","0","1","0","0"
"1996-8-14","4","1417","-2.8752251008744","3.751177864467","3.7934375083888","-4.1366301073128","-0.30202615838198","4.1419323470364","4.1940150148712","-3.5824530519452","1","0","1","0","0"
"1996-9-13","5","1417","1.480449415573","4.5298117358973","3.7328896168226","-3.8633106887988","3.8234054778165","6.0047316484944","5.3378008329889","-1.9981931423571","1","0","1","0","0"
"1996-10-12","6","1417","-4.4083789227263","1.5652454578778","2.2070480842278","1.1334807223844","-2.488475513752","3.007752321062","3.7887128406688","2.0914138672386","1","0","1","0","0"
"1996-11-11","7","1417","0.64846681799401","4.121961736521","3.4072371073108","1.9573000425714","3.0787317053714","5.417008156921","4.7234571308297","3.5058935580545","1","0","1","0","0"
"1996-12-11","8","1417","6.1909915318744","9.9529821476605","9.0248675715163","2.8471328095901","9.393447797292","11.841310431839","11.04342804437","6.6972205379325","0","1","0","0.11","0.89"
"1997-1-9","9","1417","-1.0576523101528","5.3018948357858","4.9448299249419","4.7453402534857","2.3392279842626","6.5264605265507","6.2013317922301","6.0093477086938","1","0","1","0","0"
"1997-2-8","10","1417","5.9759234044041","10.756311014597","9.8515294732898","4.5678571394672","9.7927246428658","12.771727609023","12.041059206379","8.5458957456181","0","1","0","0.06","0.94"
"1997-3-9","11","1417","1.5080817389923","4.4298569578971","3.5152353906432","1.7088791746074","4.0947713611626","6.3427050495174","5.5792169370587","3.9099006071433","1","0","1","0","0"
"1997-4-8","12","1417","9.8006088918762","12.472644922313","11.562593013023","0.48602839396682","12.520184594175","14.343660285071","13.377487449171","5.4816891559884","0","1","0","0","1"
"1997-5-7","1","1418","5.2133951054328","7.527103142743","6.564813397721","-3.1970217323974","7.2700242307627","9.2357302021716","8.3319865317219","0.03355339530799","0","1","0","1","0"
"1997-6-5","2","1418","-1.0283730367459","4.9781403190994","4.6355870776446","-5.0337728916583","1.9641093198852","5.570838549021","5.2349751452467","-3.9617028286628","1","0","1","0","0"
"1997-7-4","3","1418","3.8490883278745","7.9708014966182","7.1695433551032","-6.2822027299079","6.8534480191929","9.4717003358157","8.8082454904274","-3.417782500147","0","1","0.12","0.88","0"
"1997-8-3","4","1418","-2.7743591081458","3.2636844548671","3.2526107817129","-3.5796949459647","-0.36313479075981","3.5986309216357","3.6521890990764","-3.0953498445367","1","0","1","0","0"
"1997-9-2","5","1418","1.4620281204729","3.9229158871139","3.0846022715385","-2.994829597584","3.4438879432629","5.4199861702647","4.6995141121455","-1.2241121877913","1","0","1","0","0"
"1997-10-1","6","1418","-5.1958604617706","2.7759625352293","3.3217106655272","1.9021693083245","-3.0521267886924","4.0573141913306","4.8179418333955","3.0835700691202","1","0","1","0","0"
"1997-10-31","7","1418","-2.0189301822175","3.8753412839502","3.5310734234859","3.2497229123775","0.54813262647552","4.0142642081327","4.0668612197511","3.9060465007031","1","0","1","0","0"
"1997-11-30","8","1418","1.0871924626974","5.8071834548215","5.1615994063726","3.5269705218959","4.0155306111029","6.9491742047387","6.3906702195613","5.3461307212636","0.76","0.24","1","0","0"
"1997-12-29","9","1418","-7.1491839390292","5.2967876560096","5.9431400076265","3.3356465352966","-4.2556694937865","6.5145206239313","7.1583104959402","5.051431709889","1","0","1","0","0"
"1998-1-28","10","1418","-1.5687116958842","3.0730410305508","2.8761156431974","2.8747874087683","1.052836549085","4.3165101596099","3.9777788604829","3.8718630859078","1","0","1","0","0"
"1998-2-27","11","1418","5.9923984120165","8.9494192304559","7.963195983628","1.700834615416","8.8055976616765","10.939971050616","10.082519477659","5.4780928194029","0","1","0","0.34","0.66"
"1998-3-28","12","1418","2.0066041373704","4.1616410326209","3.1453506999588","-1.6385353858442","3.9920305238026","5.8677316712931","4.8778735904542","0.65365326669848","1","0","1","0","0"
"1998-4-27","1","1419","11.063406336777","13.076067758836","12.09926123571","-2.2580495641673","13.149132318264","15.026643635461","14.051863973908","3.1464637797815","0","1","0","0","1"
"1998-5-26","2","1419","5.909953268426","8.7972308808163","7.8317296314856","-4.6675213255785","8.4628845910685","10.579876106973","9.7019820428977","-1.070358933001","0","1","0","0.43","0.57"
"1998-6-24","3","1419","0.19107191140735","4.9418194434611","4.368567089465","-4.8684477693802","3.1028242035035","6.1244080305117","5.5878064517757","-3.3155218065559","1","0","1","0","0"
"1998-7-24","4","1419","6.673206095979","9.6582377589548","8.745498390824","-5.5968390793635","9.3097962213735","11.439889187083","10.638372191783","-1.7945497031814","0","1","0","0.07","0.93"
"1998-8-22","5","1419","1.1254854198355","3.0876605144267","2.1755248666183","-2.0076183559635","2.8490210965952","4.7529006994794","3.9373770217678","-0.38451221441227","1","0","1","0","0"
"1998-9-21","6","1419","5.8002078785218","7.6724433357298","6.777815729867","-1.7202211134161","7.3580525292875","9.0903097515954","8.2129522715369","1.4644078833634","0","1","0","1","0"
"1998-10-20","7","1419","-1.8280935579476","4.2430833540525","3.863751743292","3.5005659566531","0.80237945568156","4.3405892941608","4.3871596749909","4.2765922848841","1","0","1","0","0"
"1998-11-19","8","1419","0.20173352923599","5.2663748623739","4.7489159919722","3.5680508688701","2.9651419144677","6.009809730932","5.5523114393236","4.9722043703594","1","0","1","0","0"
"1998-12-19","9","1419","2.0975296350527","6.0494379027094","5.3055683928037","2.9882423121487","4.8135285989425","7.4220790870278","6.7935748865338","5.1589235685609","0.35","0.65","1","0","0"
"1999-1-16","10","1419","-5.8161876379737","2.9428864974015","3.7818600801667","0.93998983384037","-3.8984864998511","4.3658652089242","5.1806697723527","2.3008262654515","1","0","1","0","0"
"1999-2-16","11","1419","-0.60309954013035","1.2361664628694","0.34220192802115","-0.30507527149251","1.1289806763193","3.0375938004354","2.1384387508895","0.9484692902177","1","0","1","0","0"
"1999-3-18","12","1419","6.658614580063","8.6287979244709","7.6422372102368","-1.2162070742996","8.5362217532978","10.367875027548","9.414393193316","2.6087016802073","0","1","0","0.32","0.68"
"1999-4-16","1","1420","1.7476813852288","5.2730622012343","4.4225769688554","-3.9478475436161","4.3459838925319","6.4946597107797","5.6751645384518","-1.6333496722238","0.9","0.1","1","0","0"
"1999-5-15","2","1420","-3.2878489977836","4.9690364697896","4.6946457703309","-5.4874324413394","0.038956515223142","5.4892984380799","5.7380927735506","-4.6130577356658","1","0","1","0","0"
"1999-6-14","3","1420","5.9203859715584","8.5373710704262","7.5443619402229","-4.2607077432197","8.375614917813","10.528508634478","9.6206166410263","-0.66423222123564","0","1","0","0.47","0.53"
"1999-7-13","4","1420","1.2180065751807","3.8028539576049","2.9107639298579","-3.0326313858546","3.4707384152347","5.7034793705905","4.8890608759126","-1.1960019296667","1","0","1","0","0"
"1999-8-12","5","1420","9.372709254565","11.53300983298","10.580871268578","-4.1955842416057","11.479537098065","13.413977417339","12.518028091368","0.42447183560824","0","1","0","0","1"
"1999-9-10","6","1420","4.0586851291544","6.2599847539768","5.3632066478965","-0.49335121332945","6.0015970070083","7.7818390209964","6.8455865850663","2.269913445549","0.1","0.9","0.37","0.63","0"
"1999-10-9","7","1420","-2.4071490587931","4.5628023342752","4.1922566245932","3.9815081163712","0.47950362919642","4.7664933372403","4.9570477563299","4.7561229350881","1","0","1","0","0"
"1999-11-8","8","1420","0.76606410566329","5.3052867451965","4.7004074345359","3.0828262838476","3.4044981190237","6.091689740656","5.5466276652252","4.7507823219613","1","0","1","0","0"
"1999-12-8","9","1420","2.3991705831374","5.6654144788854","4.8783046567424","2.0714777565462","4.7394442253191","6.9885032289027","6.3002048423357","4.2323867307658","0.57","0.43","1","0","0"
"2000-1-6","10","1420","-6.3357391473259","3.3071627058763","4.1797379137938","0.48190288991981","-4.6665719057164","4.8574374008489","5.6767349157296","2.104499356993","1","0","1","0","0"
"2000-2-5","11","1420","-3.6026448836131","1.1522228538615","1.327683823431","-1.7571552127376","-1.5274943026242","2.2513074103678","3.0480177134526","-1.1319888392068","1","0","1","0","0"
"2000-3-6","12","1420","0.88169360399388","4.0229820956728","3.2615275962148","-3.0202619682956","3.1582881878798","5.0596719787998","4.2495182215718","-1.12473565341","1","0","1","0","0"
"2000-4-5","1","1421","7.0389558641086","9.1916405561038","8.2260311828088","-2.7521952693231","8.9262482788218","10.766352955674","9.8271163160438","1.2387123297377","0","1","0","0.05","0.95"
"2000-5-4","2","1421","1.467883951715","5.2954290389191","4.5125377069063","-4.2580281319393","4.0871109089145","6.3988972139529","5.6431367774583","-2.0649541663503","1","0","1","0","0"
"2000-6-3","3","1421","10.110020891031","12.037830188966","11.047347372042","-2.7999822611231","12.191701498285","14.153080487703","13.179996851443","2.3093149006367","0","1","0","0","1"
"2000-7-2","4","1421","5.859703391334","7.7246634502365","6.7130144881289","-2.5328557859521","7.8957357580117","9.9276469595796","8.9549329831016","0.96467349274309","0","1","0","0.68","0.32"
"2000-7-31","5","1421","1.7549741149676","3.8680040108391","2.9465131840202","-0.54794119066963","4.0554322019298","5.9252396754884","4.9193015071889","1.4941364119134","1","0","1","0","0"
"2000-8-30","6","1421","11.264269114772","13.242196127721","12.284249792724","-3.1921334266879","13.222674669418","15.082364929952","14.141718426715","2.1464135441475","0","1","0","0","1"
"2000-9-28","7","1421","5.8301309917533","8.3937710582968","7.4357840856797","0.042080755112352","8.0490513929352","9.8656278208703","8.9647078190467","3.5591733585801","0","1","0","0.63","0.37"
"2000-10-27","8","1421","-0.89925497391289","4.8344174747551","4.3885108564491","3.4934569763914","1.9388155943037","5.1505683962741","4.7649395512571","4.7546111417181","1","0","1","0","0"
"2000-11-26","9","1421","2.6387704835076","5.3272152245713","4.4656112544763","1.1084915935053","4.7184656935098","6.7621004983901","5.9780427222072","3.3270541285357","0.76","0.24","1","0","0"
"2000-12-25","10","1421","-5.8340470881176","2.6986130034995","3.5835130178652","0.35744301483786","-4.2346726141362","4.3480324924743","5.1790198811778","1.836051660799","1","0","1","0","0"
"2001-1-24","11","1421","-3.5488229087374","1.7300788702654","1.7415771384151","-2.203570908504","-1.3018551108691","2.5291701281341","3.2328562800181","-1.6776592353985","1","0","1","0","0"
"2001-2-23","12","1421","-0.57983925486228","3.9526016192798","3.4787396217403","-3.7794794116131","1.9552960848452","4.4008833629733","3.8876278841819","-2.4000976081184","1","0","1","0","0"
"2001-3-25","1","1422","3.0192322929848","6.0930060007976","5.2391586595218","-3.8096874922591","5.2406479432796","7.1041673597513","6.3127821331861","-1.1817337859852","0.3","0.7","0.88","0.12","0"
"2001-4-23","2","1422","-4.0509610720518","4.9760720724171","4.9681279004063","-5.8691741314967","-0.94535725432678","5.8875463445483","6.2247052397213","-4.9219507596036","1","0","1","0","0"
"2001-5-23","3","1422","1.5394604455534","3.9903032660328","3.0894179895374","-2.4901765021491","3.4846637781053","5.5243129544358","4.6538090250829","-0.47726099035259","1","0","1","0","0"
"2001-6-22","4","1422","9.2872903363604","11.511112545172","10.562552189865","-1.256177775537","11.792562606456","13.658911831844","12.68352917521","3.609055973737","0","1","0","0","1"
"2001-7-21","5","1422","5.5397349804934","7.8680275958257","6.9293429503529","-0.57247752545544","8.1278973952468","9.982475604576","8.9793538563169","2.912824786217","0","1","0","0.64","0.36"
