"DATE","BULAN","TAHUN","TINGGI HILAL","ELONGASI GEOSENTRIK","ELONGASI TOPOSENTRIK","UMUR BULAN","AZIMUT MATAHARI","AZIMUT BULAN","BEDA AZIMUT","ILUMINASI","ODDEH","KATSNER","ATM (100)","ATM (50)","ATM (25)"
"2045-8-13","10","1467","7.8657272553522","10.105946681695","9.1417486433348","17.005555555556","284.46882347656","281.6503568224","-2.8184666541603","0.6372881822417","Visible Naked Eye","Visible Naked Eye","Visible","Visible","Visible"
"2045-9-11","11","1467","2.5177387914295","6.0163355651707","5.3309794701086","9.1425","274.23964472023","270.09253682022","-4.1471079000129","0.21692728396956","Not Visible","Visible Optic","Not Visible","Not Visible","Visible"
"2045-10-11","12","1467","9.80895818587","14.232375005034","13.45713672368","23.921111111111","262.58363636765","254.30981378838","-8.2738225792731","1.3784202226783","Visible Naked Eye","Visible Naked Eye","Visible","Visible","Visible"
"2045-11-9","1","1468","4.1442266357256","8.4208106862442","7.7748640236638","12.758888888889","252.72833185911","246.75128454479","-5.9770473143259","0.46146633895601","Not Visible","Visible Optic","Visible","Visible","Visible"
"2045-12-8","2","1468","-2.0630053765153","4.3741722110195","4.5344184829141","-0.92388888888889","246.93143347094","242.56546394769","-4.3659695232551","0.15744987524434","Not Visible","Not Visible","Not Visible","Not Visible","Not Visible"
"2046-1-7","3","1468","1.7927749786535","3.7332373594112","2.8809499475243","6.5983333333333","247.3942546141","246.20937241374","-1.1848822003623","0.063340902380737","Not Visible","Visible Optic","Not Visible","Not Visible","Not Visible"
"2046-2-6","4","1468","2.7597398167523","5.4584798946607","4.7469954316682","11.901388888889","254.28253052694","257.38574023694","3.1032097099985","0.1720465664402","Not Visible","Visible Optic","Not Visible","Visible","Visible"
"2046-3-8","5","1468","3.0073570025373","8.2853494072132","7.8087680402479","16.659444444444","265.13053086463","271.9320172551","6.8014863904772","0.46558932586389","Not Visible","Visible Optic","Visible","Visible","Visible"
"2046-4-6","6","1468","-4.4506448603715","4.5984965291496","5.1806456991813","-1.1775","276.55004832885","280.2632428325","3.7131945036527","0.20547209244792","Not Visible","Not Visible","Not Visible","Not Visible","Not Visible"
"2046-5-6","7","1468","-0.38489441216706","6.1178348193051","5.9776720799156","7.57","286.67173993538","292.63292243226","5.9611824968757","0.27305391413835","Not Visible","Not Visible","Not Visible","Not Visible","Not Visible"
"2046-6-5","8","1468","6.9549842710047","10.372198497517","9.589593420369","19.11","292.65723172014","298.26449079156","5.6072590714232","0.70142335192058","Visible Optic","Visible Naked Eye","Visible","Visible","Visible"
"2046-7-4","9","1468","2.9735886992748","5.0746412260884","4.1670796516665","8.9327777777778","292.90575805142","294.60110783312","1.695349781698","0.1324998730906","Not Visible","Visible Optic","Not Visible","Not Visible","Visible"
"2046-8-3","10","1468","11.562875596418","13.974902637966","13.037379007901","0.23333333333333","287.41593947606","283.35168683669","-4.0642526393733","1.2938279881048","Visible Naked Eye","Visible Naked Eye","Visible","Visible","Visible"
"2046-9-1","11","1468","6.4193338550021","10.239361363713","9.4455064428214","16.2075","278.08481970085","272.02234774903","-6.0624719518225","0.68035483809965","Visible Optic","Visible Naked Eye","Visible","Visible","Visible"
"2046-9-30","12","1468","1.473665850843","6.7888552526059","6.3528969931337","8.1294444444444","266.92202487109","261.00230894284","-5.919715928257","0.30816702079831","Not Visible","Visible Optic","Not Visible","Visible","Visible"
"2046-10-30","1","1469","10.494037979516","14.360044300147","13.525334184547","23.258888888889","255.8841753748","248.45446782291","-7.4297075518984","1.3922433973289","Visible Naked Eye","Visible Naked Eye","Visible","Visible","Visible"
"2046-11-28","2","1469","5.241389801286","7.9891645750244","7.13465591747","12.849166666667","248.35515796736","244.60877198113","-3.7463859862326","0.38853422956005","Visible Optic","Visible Optic","Visible","Visible","Visible"
"2046-12-27","3","1469","-1.3416156080797","1.7403275578792","1.7545304970156","0.27361111111111","246.39558495664","244.71599350908","-1.6795914475641","0.023634522858346","Not Visible","Not Visible","Not Visible","Not Visible","Not Visible"
"2047-1-26","4","1469","1.9617503698408","4.8271405895312","4.1477344624882","9.3369444444444","251.0756171274","254.14060755235","3.0649904249515","0.13131876053971","Not Visible","Visible Optic","Not Visible","Not Visible","Not Visible"
"2047-2-25","5","1469","3.1198327411697","8.6941023064221","8.221731911536","16.558055555556","260.79663241896","268.00849783165","7.2118654126895","0.51605921879129","Not Visible","Visible Optic","Visible","Visible","Visible"
"2047-3-26","6","1469","-4.5208026585697","4.8094054410685","5.3779760502523","-0.96222222222222","272.18038798016","276.10005743776","3.919669457602","0.22140192265945","Not Visible","Not Visible","Not Visible","Not Visible","Not Visible"
"2047-4-25","7","1469","-1.4529361567278","5.4390423855895","5.4658432578333","5.8922222222222","283.23851983396","288.67023526844","5.4317154344714","0.22841316600457","Not Visible","Not Visible","Not Visible","Not Visible","Not Visible"
"2047-5-25","8","1469","3.5003824347014","7.1557026732196","6.5221747509661","14.013055555556","291.03348795107","295.91018774634","4.8766997952724","0.32483557599685","Not Visible","Visible Optic","Visible","Visible","Visible"
"2047-6-23","9","1469","-1.9269456140294","1.2799134159362","1.6741179888074","-0.058888888888887","293.49725739661","294.76516618023","1.2679087836216","0.021535368341985","Not Visible","Not Visible","Not Visible","Not Visible","Not Visible"
"2047-7-23","10","1469","4.0614369770209","6.3220866199313","5.4564355479463","11.818333333333","290.07937863846","287.66641234711","-2.4129662913531","0.22726416754912","Not Visible","Visible Optic","Not Visible","Not Visible","Visible"
"2047-8-22","11","1469","10.645849805678","14.563707405631","13.751187643953","1.3808333333333","281.70211537461","274.0899134242","-7.6122019504181","1.4389527454446","Visible Naked Eye","Visible Naked Eye","Visible","Visible","Visible"
"2047-9-20","12","1469","5.5793576202245","10.494184460098","9.8176282472906","16.057222222222","270.93531834929","263.49106838981","-7.4442499594836","0.73503031666328","Visible Optic","Visible Optic","Visible","Visible","Visible"
